Fold,Model,ImageSize,BatchSize,LR,Epoch,TrainLoss,ValLoss,TrainAccuracy,ValAccuracy,TrainPrecision,ValPrecision,TrainRecall,ValRecall,TrainF1,ValF1,Timestamp,ModelPath
orFold1,simplecnn,224,16,0.001,1,226.73266470432281,4.362500309944153,0.327,0.14285714285714285,0.32075924924611576,0.02040816326530612,0.327,0.14285714285714285,0.26807922944085744,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,2,206.61591708660126,4.3844895362854,0.3363333333333333,0.14285714285714285,0.22437635440191797,0.02040816326530612,0.3363333333333333,0.14285714285714285,0.2621247161807513,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,3,206.57948768138885,4.388322234153748,0.3313333333333333,0.14285714285714285,0.34774229975310494,0.02040816326530612,0.3313333333333333,0.14285714285714285,0.24191851663741154,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,4,206.6036914587021,4.393133282661438,0.32366666666666666,0.14285714285714285,0.3210860469538049,0.02040816326530612,0.32366666666666666,0.14285714285714285,0.275878831118005,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,5,206.60985243320465,4.3940757513046265,0.32466666666666666,0.14285714285714285,0.3178456390124927,0.02040816326530612,0.32466666666666666,0.14285714285714285,0.28939922601097084,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,6,206.56996953487396,4.394538521766663,0.3243333333333333,0.14285714285714285,0.3231779470606416,0.02040816326530612,0.3243333333333333,0.14285714285714285,0.3105475247737683,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,7,206.60713398456573,4.388582348823547,0.328,0.14285714285714285,0.31563705549642207,0.02040816326530612,0.328,0.14285714285714285,0.26604021637934794,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,8,206.598482131958,4.385617136955261,0.3233333333333333,0.6122448979591837,0.32309166597889966,0.3748438150770513,0.3233333333333333,0.6122448979591837,0.26905543966049195,0.46499612503229143,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,9,206.59106993675232,4.391164660453796,0.332,0.6122448979591837,0.3289006142217825,0.3748438150770513,0.332,0.6122448979591837,0.2531634101030539,0.46499612503229143,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,10,206.61101043224335,4.387302041053772,0.33,0.6122448979591837,0.3334305944600062,0.3748438150770513,0.33,0.6122448979591837,0.2188700322766228,0.46499612503229143,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,11,206.59710311889648,4.3943034410476685,0.31733333333333336,0.14285714285714285,0.3147789914496061,0.02040816326530612,0.31733333333333336,0.14285714285714285,0.3078890822482346,0.03571428571428571,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
orFold1,simplecnn,224,16,0.001,12,206.58658385276794,4.390368938446045,0.328,0.6122448979591837,0.32828329471997386,0.3748438150770513,0.328,0.6122448979591837,0.276223344164064,0.46499612503229143,20251203_194018,../models/simplecnn_pretrained_20251203_194018_img224_bs16_lr0.001.pth
