Fold,Model,ImageSize,BatchSize,LR,Epoch,TrainLoss,ValLoss,TrainAccuracy,ValAccuracy,TrainPrecision,ValPrecision,TrainRecall,ValRecall,TrainF1,ValF1,Timestamp,ModelPath
orFold2,resnet50,224,16,0.001,1,114.31504741311073,0.6812757230363786,0.7353333333333333,0.9387755102040817,0.7346397042729231,0.9443413729128015,0.7353333333333333,0.9387755102040817,0.73440140727535,0.9358600583090378,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,2,74.95065885782242,3.1267036721110344,0.8406666666666667,0.8571428571428571,0.8410421043211506,0.8841698841698842,0.8406666666666667,0.8571428571428571,0.8404553365842067,0.8439058352552109,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,3,63.232774782925844,0.24943283779430203,0.8626666666666667,0.9591836734693877,0.8636957739626754,0.9617346938775511,0.8626666666666667,0.9591836734693877,0.8622929856831556,0.9579867137470823,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,4,54.41698432713747,1.1130994129925966,0.8853333333333333,0.8163265306122449,0.88535576084859,0.8653061224489795,0.8853333333333333,0.8163265306122449,0.8850534062157501,0.8239565367926147,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,5,60.159966960549355,0.19839661847800016,0.87,1.0,0.870755097797716,1.0,0.87,1.0,0.8698844874787002,1.0,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,6,47.50416957773268,1.7398094514355762,0.893,0.7551020408163265,0.8926365680379904,0.8650177462289264,0.893,0.7551020408163265,0.8926638777096675,0.76044703595724,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,7,45.96488478779793,0.655892841052264,0.9016666666666666,0.9387755102040817,0.9018705765987723,0.94850413283593,0.9016666666666666,0.9387755102040817,0.9015641217777546,0.937120632796444,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,8,45.68663237243891,1.3669950002804399,0.9033333333333333,0.8367346938775511,0.9034208215071566,0.869679300291545,0.9033333333333333,0.8367346938775511,0.9031839436850497,0.8052451749930742,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,9,38.29807352181524,0.2218087539042699,0.9173333333333333,0.9795918367346939,0.9170345048332372,0.9821428571428571,0.9173333333333333,0.9795918367346939,0.9171439665471923,0.9800991583073908,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,10,39.4061121661216,0.835119339521043,0.914,0.9591836734693877,0.9140878996992517,0.9617346938775511,0.914,0.9591836734693877,0.9139951293116766,0.9579867137470823,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,11,36.49592791311443,1.4033501148223877,0.9243333333333333,0.8367346938775511,0.9241540033225941,0.8866213151927438,0.9243333333333333,0.8367346938775511,0.9242337707994894,0.8389717425431711,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,12,38.1833088863641,0.2251526184991235,0.9143333333333333,1.0,0.914106427004657,1.0,0.9143333333333333,1.0,0.9141445562667734,1.0,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,13,36.30727284401655,0.09343022992834449,0.9153333333333333,1.0,0.9157078362686892,1.0,0.9153333333333333,1.0,0.9152991307196944,1.0,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,14,31.93688455130905,0.6207102970802225,0.932,0.9591836734693877,0.9318574313782465,0.9617346938775511,0.932,0.9591836734693877,0.9318972573458798,0.9579867137470823,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.001,15,33.060701358132064,0.07752249286659207,0.9326666666666666,1.0,0.9326205451858526,1.0,0.9326666666666666,1.0,0.9326099096935838,1.0,20251209_135451,../models/orFold2/resnet50_pretrained_20251209_135451_img224_bs16_lr0.001.pth
orFold2,resnet50,224,16,0.0001,1,61.22520646825433,0.21269905660301447,0.8936666666666667,0.9795918367346939,0.8946598883242168,0.9802501645819618,0.8936666666666667,0.9795918367346939,0.8934251021837554,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,2,30.849906224757433,0.203262472525239,0.9356666666666666,0.9795918367346939,0.9355588455095029,0.9802501645819618,0.9356666666666666,0.9795918367346939,0.9354626420829745,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,3,27.79319809563458,0.10313909238902852,0.9416666666666667,0.9795918367346939,0.9416412722313343,0.9802501645819618,0.9416666666666667,0.9795918367346939,0.9416064227403365,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,4,27.234378869645298,0.12118498393101618,0.9426666666666667,0.9795918367346939,0.9426976542418721,0.9802501645819618,0.9426666666666667,0.9795918367346939,0.9426274346697904,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,5,21.113058491027914,0.09831003306317143,0.9566666666666667,0.9795918367346939,0.9566127401529356,0.9802501645819618,0.9566666666666667,0.9795918367346939,0.9566376032205874,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,6,24.278863255865872,0.13514793491049204,0.9486666666666667,0.9795918367346939,0.9486318276013509,0.9802501645819618,0.9486666666666667,0.9795918367346939,0.9486061735467013,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,7,20.2450695654843,0.27092757372156484,0.9566666666666667,0.9795918367346939,0.9568899030119705,0.9802501645819618,0.9566666666666667,0.9795918367346939,0.956655731730397,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
orFold2,resnet50,224,16,0.0001,8,18.0154934420716,0.2473902467172593,0.9603333333333334,0.9795918367346939,0.9602385417035687,0.9802501645819618,0.9603333333333334,0.9795918367346939,0.9602767959162793,0.9793154610382999,20251209_140335,../models/orFold2/resnet50_pretrained_20251209_140335_img224_bs16_lr0.0001.pth
