Fold,Model,ImageSize,BatchSize,LR,Epoch,TrainLoss,ValLoss,TrainAccuracy,ValAccuracy,TrainPrecision,ValPrecision,TrainRecall,ValRecall,TrainF1,ValF1,Timestamp,ModelPath
orFold1,resnet50,224,16,0.005,1,173.75605779886246,2.6148922741413116,0.5753333333333334,0.7755102040816326,0.5729600934029179,0.8256029684601113,0.5753333333333334,0.7755102040816326,0.5733186212530206,0.736542822257108,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,2,119.53369249403477,28.24210882186162,0.734,0.14285714285714285,0.7359571777049393,0.02040816326530612,0.734,0.14285714285714285,0.7341246893829455,0.03571428571428571,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,3,98.35232077538967,7.499888490594458,0.7963333333333333,0.3877551020408163,0.7972293163079152,0.808390022675737,0.7963333333333333,0.3877551020408163,0.796510703640219,0.4161331607306325,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,4,87.58231380581856,2.130308985710144,0.8166666666666667,0.8571428571428571,0.817439851747122,0.8666666666666666,0.8166666666666667,0.8571428571428571,0.8169950436569373,0.8585343228200372,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,5,74.3070253431797,4.90143184363842,0.8466666666666667,0.8367346938775511,0.8472576414372329,0.7209045780474351,0.8466666666666667,0.8367346938775511,0.8467999010376963,0.7727688090161438,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,6,72.73555735498667,0.8256592340767384,0.8413333333333334,0.9591836734693877,0.84265680746165,0.9617346938775511,0.8413333333333334,0.9591836734693877,0.8414268178713983,0.9579867137470823,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,7,69.26742646098137,5.352447688579559,0.857,0.8163265306122449,0.8574090666316333,0.6997084548104956,0.857,0.8163265306122449,0.8569248301763565,0.7535321821036106,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,8,72.16154853999615,0.8354635462164879,0.8463333333333334,0.9591836734693877,0.8468244111776801,0.9617346938775511,0.8463333333333334,0.9591836734693877,0.8462585754806401,0.9586134162371389,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,9,62.38762027025223,3.2662235661409795,0.8696666666666667,0.673469387755102,0.8698968253094402,0.7870452528837621,0.8696666666666667,0.673469387755102,0.8695369016530151,0.5890363664262698,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
orFold1,resnet50,224,16,0.005,10,60.52521250769496,1.3353150971233845,0.875,0.8775510204081632,0.8760347180952027,0.8877005347593582,0.875,0.8775510204081632,0.8749916663636713,0.8716977897878521,20251204_121104,../models/resnet50_pretrained_png4ch_20251204_121104_img224_bs16_lr0.005.pth
